productId,userId,score,algorithm,generatedAt
PRD02751,USR01248,0.771,hybrid,2023-07-10
PRD01691,USR01479,0.7823,node-similarity,2025-08-01
PRD02691,USR01083,0.9777,collaborative,2025-12-18
PRD01219,USR01490,0.6753,pagerank,2025-07-14
PRD02211,USR00292,0.8494,pagerank,2025-10-11
PRD00776,USR01346,0.5034,pagerank,2025-06-02
PRD00739,USR01155,0.5876,node-similarity,2025-11-17
PRD00157,USR01329,0.6889,pagerank,2025-03-14
PRD02292,USR00288,0.7067,collaborative,2023-08-07
PRD00720,USR00304,0.8008,collaborative,2023-12-29
PRD02363,USR00849,0.9598,hybrid,2025-01-09
PRD00328,USR00710,0.674,pagerank,2025-12-04
PRD02720,USR01121,0.5274,collaborative,2025-08-19
PRD01794,USR00698,0.8424,pagerank,2025-12-24
PRD02467,USR00096,0.7172,content-based,2025-07-02
PRD01897,USR00645,0.8573,content-based,2025-07-04
PRD02511,USR01395,0.5158,content-based,2023-09-25
PRD02435,USR01378,0.9116,collaborative,2023-07-09
PRD02448,USR00886,0.7567,collaborative,2025-08-17
PRD00280,USR00049,0.5938,node-similarity,2024-10-02
PRD00164,USR00891,0.5559,node-similarity,2025-05-29
PRD01859,USR01223,0.7042,content-based,2023-04-15
PRD01495,USR01176,0.7821,content-based,2024-02-20
PRD01322,USR00015,0.7431,collaborative,2025-05-07
PRD02037,USR00678,0.8245,hybrid,2024-01-20
PRD00793,USR01487,0.68,hybrid,2025-08-10
PRD01394,USR00051,0.6205,pagerank,2025-01-22
PRD02123,USR00011,0.9909,content-based,2025-12-08
PRD00587,USR00865,0.6522,pagerank,2024-07-11
PRD00753,USR01288,0.5505,content-based,2023-03-27
PRD02346,USR00944,0.6823,node-similarity,2023-05-24
PRD01342,USR01123,0.5549,pagerank,2024-12-24
PRD01662,USR01082,0.8418,node-similarity,2025-09-15
PRD00003,USR00982,0.66,hybrid,2024-04-27
PRD00251,USR01121,0.8805,hybrid,2024-08-13
PRD00209,USR00918,0.6278,content-based,2025-04-22
PRD00585,USR01188,0.9736,node-similarity,2024-11-11
PRD01572,USR00282,0.8065,content-based,2023-09-21
PRD02796,USR00290,0.7705,collaborative,2024-02-15
PRD01421,USR00001,0.5336,content-based,2023-05-09
PRD01018,USR00755,0.5344,pagerank,2025-01-17
PRD01060,USR00631,0.8637,pagerank,2025-01-12
PRD02020,USR00573,0.535,hybrid,2024-09-08
PRD00621,USR00126,0.8455,collaborative,2025-01-21
PRD01439,USR00831,0.9287,hybrid,2025-09-07
PRD00601,USR00941,0.7478,node-similarity,2023-02-21
PRD02988,USR00660,0.6647,content-based,2023-11-04
PRD00202,USR01221,0.706,content-based,2025-09-06
PRD02383,USR00541,0.5728,content-based,2025-04-16
PRD00829,USR01278,0.9268,content-based,2025-07-29
PRD00939,USR00793,0.6944,collaborative,2024-08-27
PRD00799,USR01118,0.6958,content-based,2023-08-06
PRD00230,USR00514,0.5247,content-based,2025-06-02
PRD02987,USR00579,0.5167,collaborative,2025-04-16
PRD00140,USR00091,0.7352,hybrid,2023-12-13
PRD02434,USR00251,0.9485,content-based,2023-09-21
PRD00713,USR00348,0.5551,collaborative,2024-06-09
PRD01811,USR00161,0.6733,pagerank,2023-11-28
PRD01178,USR00488,0.9424,collaborative,2025-10-01
PRD02701,USR00912,0.6759,pagerank,2023-09-17
PRD01772,USR00950,0.9367,pagerank,2024-01-20
PRD01230,USR00658,0.6806,hybrid,2023-03-29
PRD01961,USR01264,0.5765,collaborative,2024-06-23
PRD01270,USR01371,0.909,hybrid,2024-05-26
PRD00493,USR00909,0.9831,collaborative,2023-03-22
PRD01550,USR00984,0.6509,hybrid,2025-12-18
PRD00812,USR01052,0.6457,hybrid,2023-07-03
PRD02692,USR00901,0.9774,hybrid,2024-08-15
PRD01736,USR00252,0.9091,node-similarity,2023-03-04
PRD00241,USR00614,0.6955,content-based,2023-01-21
PRD00222,USR01268,0.9825,collaborative,2023-03-23
PRD00294,USR00025,0.5653,hybrid,2025-06-21
PRD01091,USR00770,0.6025,pagerank,2023-08-26
PRD00924,USR01040,0.9679,node-similarity,2023-02-13
PRD02100,USR00787,0.85,collaborative,2025-10-03
PRD01527,USR01341,0.9749,pagerank,2024-03-03
PRD00931,USR00175,0.7347,hybrid,2025-05-19
PRD01258,USR00366,0.9512,content-based,2025-04-27
PRD00039,USR00401,0.6542,node-similarity,2023-06-19
PRD00538,USR00592,0.9004,hybrid,2024-12-05
PRD02962,USR01418,0.9481,node-similarity,2023-06-22
PRD00155,USR00504,0.9527,hybrid,2025-02-07
PRD02518,USR00330,0.5173,node-similarity,2024-05-02
PRD02501,USR00887,0.8381,collaborative,2025-12-18
PRD02493,USR00321,0.5466,hybrid,2025-04-08
PRD02389,USR01347,0.7252,pagerank,2024-11-08
PRD02865,USR01085,0.5677,pagerank,2024-08-06
PRD02652,USR00703,0.6106,content-based,2025-07-22
PRD02992,USR00486,0.7185,content-based,2024-12-22
PRD01408,USR00687,0.9495,collaborative,2024-01-13
PRD01509,USR01402,0.8642,node-similarity,2023-04-22
PRD02156,USR01054,0.6595,content-based,2025-10-04
PRD00759,USR00407,0.87,hybrid,2025-05-18
PRD02099,USR01217,0.6282,content-based,2024-02-23
PRD02468,USR00144,0.918,collaborative,2024-05-27
PRD02399,USR01128,0.8056,pagerank,2024-07-16
PRD02402,USR00165,0.7687,content-based,2023-05-03
PRD01680,USR00367,0.5468,pagerank,2024-01-04
PRD01772,USR01338,0.7587,node-similarity,2024-07-15
PRD00196,USR01142,0.9717,hybrid,2024-07-11
PRD02542,USR01173,0.8453,hybrid,2025-10-25
PRD01511,USR00946,0.872,collaborative,2024-09-01
PRD02523,USR00107,0.896,pagerank,2025-06-10
PRD00837,USR00809,0.526,node-similarity,2025-03-20
PRD00725,USR01068,0.6709,collaborative,2023-06-02
PRD00185,USR01381,0.8307,hybrid,2023-10-13
PRD00563,USR00867,0.6474,collaborative,2023-08-09
PRD02460,USR01175,0.7268,node-similarity,2023-10-09
PRD01082,USR01087,0.5819,hybrid,2024-07-12
PRD01390,USR01196,0.9693,content-based,2025-01-20
PRD00058,USR00085,0.6124,content-based,2024-07-11
PRD02748,USR01137,0.864,hybrid,2023-09-27
PRD01358,USR00144,0.9569,pagerank,2023-03-14
PRD02718,USR01103,0.996,content-based,2024-01-07
PRD02432,USR00276,0.8601,node-similarity,2024-09-07
PRD01221,USR01075,0.7092,collaborative,2024-09-15
PRD01097,USR01369,0.7415,pagerank,2023-03-01
PRD00890,USR00736,0.5097,hybrid,2025-11-23
PRD01431,USR00880,0.5805,pagerank,2023-04-09
PRD01483,USR00573,0.6817,hybrid,2025-09-08
PRD01156,USR01020,0.8991,pagerank,2024-09-07
PRD01284,USR01201,0.6682,hybrid,2023-01-11
PRD00649,USR00234,0.6869,pagerank,2023-09-04
PRD02660,USR00102,0.8539,node-similarity,2025-09-29
PRD02101,USR00949,0.721,collaborative,2024-02-26
PRD02474,USR00011,0.786,collaborative,2023-08-02
PRD02611,USR00104,0.7215,content-based,2023-03-28
PRD00262,USR00751,0.8585,pagerank,2024-01-11
PRD01846,USR00959,0.6039,collaborative,2025-05-20
PRD02055,USR01159,0.9315,hybrid,2024-04-06
PRD00781,USR01329,0.5331,collaborative,2023-06-21
PRD02950,USR00660,0.6297,pagerank,2025-08-02
PRD00985,USR00182,0.6162,collaborative,2023-03-04
PRD01936,USR00417,0.7452,content-based,2023-11-16
PRD00834,USR00904,0.8512,node-similarity,2023-08-14
PRD01790,USR00485,0.6922,content-based,2025-05-01
PRD00226,USR01125,0.9417,hybrid,2024-01-31
PRD00684,USR01342,0.6112,node-similarity,2023-10-26
PRD00473,USR00089,0.788,hybrid,2023-04-08
PRD00145,USR00394,0.8164,node-similarity,2024-04-10
PRD02646,USR01109,0.5236,collaborative,2025-08-10
PRD01448,USR01461,0.7803,content-based,2024-06-01
PRD00332,USR00813,0.7634,hybrid,2024-03-07
PRD00261,USR00972,0.6471,node-similarity,2025-07-29
PRD01013,USR00807,0.6507,content-based,2024-07-11
PRD01047,USR01275,0.9295,collaborative,2023-10-08
PRD01509,USR01210,0.9005,collaborative,2023-01-18
PRD00863,USR01253,0.8484,pagerank,2023-10-17
PRD01740,USR00937,0.6022,hybrid,2025-11-14
PRD01848,USR00698,0.8737,hybrid,2024-06-20
PRD00764,USR00474,0.9637,pagerank,2024-09-20
PRD00249,USR00582,0.9305,collaborative,2023-05-26
PRD02800,USR00577,0.6329,collaborative,2025-08-17
PRD02287,USR01038,0.9623,content-based,2023-05-12
PRD00805,USR00237,0.8028,collaborative,2023-05-19
PRD00439,USR00128,0.7615,hybrid,2025-08-04
PRD02397,USR01366,0.7039,collaborative,2025-04-01
PRD02416,USR01305,0.6066,hybrid,2023-08-08
PRD02406,USR00535,0.5411,content-based,2024-12-19
PRD01425,USR01456,0.5938,collaborative,2025-12-24
PRD01753,USR01181,0.8618,collaborative,2023-05-14
PRD00118,USR00308,0.6538,node-similarity,2023-03-05
PRD02319,USR00971,0.7977,collaborative,2025-09-07
PRD02315,USR00087,0.7365,collaborative,2025-05-27
PRD00547,USR00456,0.596,pagerank,2025-04-16
PRD01217,USR00900,0.7979,collaborative,2023-05-04
PRD02933,USR01011,0.6142,hybrid,2023-09-16
PRD00186,USR00912,0.889,content-based,2024-01-30
PRD00376,USR01261,0.7219,node-similarity,2025-03-18
PRD00792,USR00742,0.5923,node-similarity,2025-01-17
PRD01729,USR01143,0.6351,content-based,2023-12-18
PRD01495,USR01225,0.9444,node-similarity,2025-09-27
PRD02657,USR00939,0.5148,node-similarity,2023-07-26
PRD02709,USR00722,0.6127,pagerank,2023-03-13
PRD02247,USR00621,0.9006,node-similarity,2025-06-07
PRD00763,USR00719,0.8571,hybrid,2025-07-28
PRD00844,USR00180,0.6228,collaborative,2025-02-08
PRD02814,USR00432,0.5687,collaborative,2024-08-02
PRD02482,USR00069,0.9077,content-based,2023-01-28
PRD01660,USR01433,0.7363,content-based,2023-02-13
PRD02004,USR01224,0.9466,hybrid,2024-02-05
PRD00595,USR01499,0.61,hybrid,2024-12-14
PRD02726,USR00774,0.9622,node-similarity,2025-08-16
PRD00105,USR01341,0.764,node-similarity,2023-08-21
PRD02732,USR01114,0.9743,content-based,2023-06-21
PRD02642,USR01427,0.7016,node-similarity,2024-05-03
PRD02878,USR00931,0.9769,node-similarity,2025-11-16
PRD02440,USR00219,0.6463,collaborative,2023-04-07
PRD02888,USR01439,0.674,node-similarity,2024-12-13
PRD01215,USR00042,0.6111,hybrid,2024-01-28
PRD00117,USR00340,0.9449,pagerank,2025-04-17
PRD02984,USR00380,0.5099,pagerank,2024-05-02
PRD02569,USR00142,0.8935,node-similarity,2023-09-25
PRD01596,USR00271,0.543,content-based,2024-08-12
PRD00106,USR00957,0.8312,pagerank,2025-08-01
PRD00655,USR01433,0.6113,pagerank,2023-02-25
PRD01301,USR00766,0.6379,collaborative,2024-08-01
PRD00986,USR00421,0.9481,node-similarity,2025-09-02
PRD00198,USR01028,0.8327,content-based,2023-11-29
PRD01075,USR00573,0.7284,pagerank,2023-03-31
PRD02029,USR01291,0.8114,hybrid,2025-10-30
PRD02489,USR01321,0.8405,pagerank,2023-02-20
PRD01662,USR00670,0.7437,pagerank,2023-11-27
PRD02395,USR01171,0.5093,content-based,2024-01-29
PRD02674,USR01350,0.917,hybrid,2024-06-14
PRD00172,USR01145,0.8982,pagerank,2024-08-17
PRD01559,USR00517,0.9128,node-similarity,2025-10-23
PRD00859,USR01465,0.77,pagerank,2025-03-10
PRD02542,USR00349,0.5341,hybrid,2025-09-13
PRD00689,USR00900,0.59,node-similarity,2024-04-30
PRD01030,USR00785,0.8804,hybrid,2024-01-10
PRD00839,USR00011,0.5846,collaborative,2024-05-26
PRD02858,USR00303,0.5836,hybrid,2024-09-21
PRD02763,USR00132,0.6458,hybrid,2025-02-26
PRD00358,USR01168,0.8184,hybrid,2023-11-09
PRD00035,USR00337,0.6715,hybrid,2025-05-10
PRD00294,USR00147,0.6228,node-similarity,2023-09-01
PRD01793,USR00472,0.8371,node-similarity,2024-05-19
PRD01875,USR00131,0.9538,content-based,2025-04-26
PRD00934,USR00290,0.7581,content-based,2023-08-02
PRD01106,USR01415,0.7461,hybrid,2025-02-08
PRD01767,USR01076,0.6014,content-based,2023-08-21
PRD01912,USR01313,0.8491,content-based,2024-04-29
PRD02805,USR01023,0.9374,hybrid,2025-06-22
PRD01085,USR00655,0.6621,content-based,2025-12-31
PRD02842,USR00949,0.5253,pagerank,2025-11-29
PRD01384,USR00190,0.729,content-based,2024-04-16
PRD02779,USR01454,0.8428,collaborative,2023-08-06
PRD02884,USR00757,0.6661,node-similarity,2025-04-08
PRD01194,USR01007,0.6342,node-similarity,2024-02-08
PRD00697,USR01470,0.5037,content-based,2024-07-16
PRD01171,USR00986,0.8589,collaborative,2023-07-11
PRD00837,USR00731,0.7561,content-based,2023-06-29
PRD01884,USR00100,0.6368,collaborative,2025-07-12
PRD01112,USR00595,0.6169,hybrid,2023-07-24
PRD02426,USR00511,0.661,pagerank,2023-12-24
PRD02288,USR00190,0.609,pagerank,2024-01-24
PRD01447,USR01256,0.7584,content-based,2024-03-18
PRD02756,USR00545,0.783,hybrid,2024-02-04
PRD02646,USR00664,0.7114,collaborative,2023-08-24
PRD02538,USR00169,0.5694,content-based,2024-08-16
PRD00414,USR00338,0.5743,hybrid,2024-01-31
PRD02025,USR00704,0.5888,hybrid,2023-05-01
PRD00513,USR00729,0.6926,collaborative,2025-06-13
PRD02561,USR01195,0.8081,pagerank,2025-08-18
PRD01841,USR00775,0.709,content-based,2024-06-27
PRD02369,USR00198,0.9919,node-similarity,2025-04-28
PRD01413,USR00704,0.5895,pagerank,2025-06-06
PRD02881,USR00172,0.9143,node-similarity,2025-01-24
PRD02160,USR00258,0.5209,collaborative,2023-03-30
PRD00402,USR00086,0.936,pagerank,2023-06-13
PRD02179,USR00196,0.6656,node-similarity,2025-01-04
PRD02466,USR01396,0.5819,hybrid,2025-07-04
PRD01141,USR01299,0.9767,hybrid,2024-01-08
PRD01870,USR00371,0.7121,content-based,2025-08-25
PRD00186,USR00180,0.5162,hybrid,2024-02-25
PRD01129,USR01090,0.8129,collaborative,2025-04-18
PRD02999,USR00889,0.8771,node-similarity,2023-06-08
PRD01047,USR01407,0.5131,node-similarity,2024-05-12
PRD02551,USR00452,0.8692,pagerank,2023-03-20
PRD01544,USR00287,0.5057,node-similarity,2025-02-02
PRD01984,USR01092,0.6291,pagerank,2024-01-04
PRD00664,USR00324,0.9727,hybrid,2023-07-19
PRD01017,USR01481,0.6654,collaborative,2025-09-18
PRD01909,USR01098,0.6141,hybrid,2024-08-21
PRD00711,USR01118,0.9144,collaborative,2025-07-14
PRD00958,USR01021,0.8084,pagerank,2024-02-11
PRD01672,USR00454,0.6104,pagerank,2025-02-07
PRD01313,USR00679,0.845,hybrid,2025-12-13
PRD02048,USR01039,0.5485,pagerank,2025-07-16
PRD01590,USR00516,0.8793,content-based,2025-06-18
PRD00280,USR00891,0.9731,node-similarity,2023-05-24
PRD01186,USR00685,0.7614,pagerank,2025-01-28
PRD01792,USR01286,0.9891,content-based,2024-06-17
PRD00356,USR01428,0.8002,content-based,2025-10-25
PRD01503,USR00460,0.8034,hybrid,2023-06-23
PRD01214,USR01168,0.5245,node-similarity,2023-11-29
PRD00243,USR00512,0.6067,content-based,2023-06-29
PRD02520,USR00562,0.5438,pagerank,2025-04-19
PRD00667,USR00918,0.9956,pagerank,2023-10-11
PRD01402,USR01142,0.5177,collaborative,2023-03-06
PRD00573,USR00790,0.916,content-based,2025-08-07
PRD00503,USR00058,0.5927,hybrid,2025-01-16
PRD01429,USR01062,0.7477,content-based,2024-12-24
PRD02900,USR00667,0.9892,pagerank,2025-11-05
PRD00999,USR01138,0.9401,content-based,2023-01-07
PRD02549,USR00492,0.962,collaborative,2025-03-05
PRD00889,USR00624,0.8804,hybrid,2023-12-29
PRD00693,USR00009,0.8648,collaborative,2024-06-10
PRD02927,USR01134,0.7441,content-based,2024-07-06
PRD01674,USR00524,0.7454,pagerank,2023-06-06
PRD02878,USR01466,0.6643,node-similarity,2025-03-22
PRD02501,USR01049,0.8191,node-similarity,2023-03-10
PRD01066,USR01221,0.7396,pagerank,2025-05-28
PRD02997,USR00202,0.9125,pagerank,2025-10-13
PRD01315,USR00057,0.5785,node-similarity,2025-09-23
PRD01671,USR00482,0.5744,node-similarity,2024-06-21
PRD00914,USR00074,0.7099,content-based,2025-12-05
PRD01546,USR01339,0.9764,hybrid,2023-11-18
PRD00138,USR00407,0.5517,node-similarity,2024-02-16
PRD00555,USR01236,0.6842,collaborative,2025-08-09
PRD02230,USR00671,0.6638,collaborative,2023-11-10
PRD02667,USR00082,0.8837,collaborative,2024-04-21
PRD01695,USR00381,0.8997,pagerank,2024-04-04
PRD01346,USR00946,0.6642,node-similarity,2025-09-24
PRD02592,USR01202,0.7782,hybrid,2025-10-31
PRD01954,USR01449,0.6886,pagerank,2025-12-08
PRD02069,USR01078,0.8047,node-similarity,2025-08-14
PRD00109,USR01110,0.8203,pagerank,2024-11-23
PRD00915,USR00531,0.9427,collaborative,2025-10-13
PRD01339,USR01247,0.7224,collaborative,2023-08-06
PRD00829,USR00818,0.519,collaborative,2025-06-17
PRD00716,USR00385,0.6414,collaborative,2023-01-23
PRD02589,USR00554,0.8949,content-based,2024-11-12
PRD01135,USR00863,0.8613,collaborative,2025-07-05
PRD00885,USR00161,0.847,hybrid,2025-05-21
PRD02816,USR00479,0.5369,content-based,2023-08-22
PRD02325,USR00974,0.989,node-similarity,2024-02-07
PRD00604,USR00886,0.7374,hybrid,2024-04-28
PRD01424,USR00180,0.9028,content-based,2025-10-24
PRD02597,USR00172,0.902,hybrid,2023-04-11
PRD01196,USR01309,0.6755,hybrid,2024-06-19
PRD02002,USR00558,0.9643,content-based,2024-11-11
PRD02347,USR00091,0.9157,hybrid,2024-01-15
PRD01430,USR00946,0.6755,collaborative,2024-02-05
PRD02167,USR01064,0.53,content-based,2024-06-19
PRD01038,USR00936,0.6905,node-similarity,2024-05-20
PRD00347,USR01384,0.7289,node-similarity,2023-10-28
PRD02183,USR01092,0.9547,hybrid,2025-01-10
PRD02401,USR01119,0.9501,hybrid,2024-07-11
PRD00683,USR00132,0.9281,content-based,2024-08-23
PRD01670,USR00493,0.7687,pagerank,2023-01-27
PRD02163,USR00611,0.6202,pagerank,2023-12-08
PRD02032,USR00592,0.8726,pagerank,2023-12-08
PRD01629,USR01081,0.7105,collaborative,2024-09-30
PRD02917,USR00132,0.642,pagerank,2024-11-13
PRD00760,USR00362,0.7469,collaborative,2023-08-27
PRD00793,USR01440,0.8113,content-based,2025-10-28
PRD01230,USR01425,0.8907,node-similarity,2025-10-06
PRD01977,USR01164,0.7576,hybrid,2024-08-11
PRD02965,USR00837,0.5366,content-based,2025-03-13
PRD02504,USR01151,0.8568,collaborative,2024-10-14
PRD02278,USR00719,0.8202,content-based,2024-04-22
PRD01448,USR00097,0.5249,collaborative,2024-05-16
PRD02310,USR00850,0.8196,content-based,2023-03-09
PRD02281,USR00725,0.8057,collaborative,2024-02-18
PRD01629,USR01332,0.8275,content-based,2025-10-23
PRD00399,USR01117,0.8614,collaborative,2025-08-21
PRD01803,USR00868,0.7868,content-based,2023-12-15
PRD02911,USR00119,0.5115,hybrid,2025-01-09
PRD01137,USR01016,0.9692,collaborative,2024-07-30
PRD00692,USR00637,0.5285,hybrid,2025-05-16
PRD02881,USR00003,0.7452,hybrid,2025-03-11
PRD00875,USR00224,0.5128,pagerank,2024-10-12
PRD01470,USR00257,0.8223,content-based,2023-08-08
PRD00196,USR00542,0.888,hybrid,2024-08-07
PRD01848,USR00443,0.9466,hybrid,2023-06-04
PRD02458,USR00884,0.6414,pagerank,2024-05-11
PRD02270,USR00527,0.8826,content-based,2023-02-04
PRD02189,USR01427,0.867,collaborative,2024-07-29
PRD00025,USR00529,0.7659,content-based,2024-06-03
PRD00297,USR01473,0.9385,hybrid,2023-10-26
PRD01760,USR01233,0.5878,pagerank,2023-08-19
PRD02889,USR01305,0.5366,node-similarity,2023-06-01
PRD01318,USR01105,0.6977,pagerank,2024-10-24
PRD00340,USR01390,0.9103,hybrid,2023-03-02
PRD00560,USR00808,0.6106,hybrid,2025-05-28
PRD02533,USR00933,0.8815,node-similarity,2025-02-15
PRD02179,USR00215,0.6349,collaborative,2025-02-05
PRD01445,USR00340,0.7605,collaborative,2023-08-21
PRD00518,USR01499,0.7361,content-based,2025-01-04
PRD01739,USR00933,0.7208,node-similarity,2024-10-06
PRD02429,USR01234,0.7336,pagerank,2024-01-07
PRD02088,USR01499,0.809,hybrid,2024-08-09
PRD00685,USR00248,0.9666,hybrid,2023-04-07
PRD01589,USR01285,0.7227,node-similarity,2025-09-06
PRD01743,USR00701,0.6226,node-similarity,2023-10-11
PRD02424,USR00464,0.8433,collaborative,2024-06-18
PRD01145,USR00858,0.693,hybrid,2023-12-10
PRD01948,USR01177,0.9273,collaborative,2023-04-08
PRD01328,USR00836,0.5194,pagerank,2025-12-21
PRD00635,USR01313,0.8113,content-based,2023-08-17
PRD00919,USR01194,0.9716,collaborative,2023-06-21
PRD00727,USR00463,0.7987,pagerank,2023-09-13
PRD00910,USR01024,0.8939,content-based,2023-07-12
PRD01350,USR00870,0.9302,collaborative,2025-11-27
PRD00733,USR00949,0.8866,content-based,2023-07-19
PRD00747,USR01141,0.6164,pagerank,2023-06-25
PRD00420,USR00692,0.5054,pagerank,2025-06-18
PRD00735,USR00612,0.6053,node-similarity,2023-12-05
PRD01291,USR00475,0.5633,pagerank,2025-06-10
PRD00639,USR00892,0.6735,collaborative,2024-12-05
PRD01540,USR00467,0.7485,node-similarity,2025-05-02
PRD01988,USR01193,0.6138,collaborative,2024-06-04
PRD02304,USR00644,0.9401,hybrid,2023-05-19
PRD02590,USR01091,0.9435,hybrid,2024-04-23
PRD02880,USR00907,0.6433,collaborative,2023-07-02
PRD02829,USR00735,0.8317,node-similarity,2023-05-04
PRD02797,USR00503,0.8218,collaborative,2025-01-19
PRD02063,USR01066,0.5818,pagerank,2023-06-20
PRD01166,USR00130,0.6085,hybrid,2023-07-28
PRD00485,USR00443,0.5058,hybrid,2023-03-23
PRD01856,USR00682,0.8657,pagerank,2025-03-04
PRD02438,USR00257,0.974,hybrid,2023-01-09
PRD01365,USR01159,0.8211,collaborative,2023-08-12
PRD00893,USR00080,0.8706,content-based,2023-02-08
PRD00652,USR00448,0.6156,node-similarity,2023-10-10
PRD01635,USR00460,0.754,pagerank,2024-03-22
PRD02997,USR01215,0.7743,content-based,2024-06-26
PRD00817,USR01158,0.5912,node-similarity,2023-03-23
PRD02355,USR00172,0.7561,node-similarity,2025-08-26
PRD00669,USR00164,0.6586,hybrid,2023-04-24
PRD02440,USR01039,0.8611,node-similarity,2023-01-16
PRD00386,USR00384,0.9493,node-similarity,2023-10-12
PRD01911,USR00945,0.7967,hybrid,2025-10-20
PRD02312,USR00474,0.9946,content-based,2025-10-14
PRD02873,USR01227,0.5367,hybrid,2024-12-07
PRD02570,USR01432,0.7858,content-based,2024-03-17
PRD01717,USR01485,0.5447,node-similarity,2023-12-05
PRD02007,USR00741,0.9275,hybrid,2023-01-28
PRD00405,USR01316,0.9173,hybrid,2023-03-19
PRD00616,USR01376,0.5524,collaborative,2023-07-29
PRD01984,USR00803,0.6685,pagerank,2024-06-25
PRD00105,USR00900,0.9257,collaborative,2025-11-25
PRD02328,USR00198,0.9418,content-based,2025-03-09
PRD01082,USR00779,0.7437,node-similarity,2023-05-11
PRD01915,USR00429,0.6956,hybrid,2024-06-15
PRD02379,USR01483,0.5609,hybrid,2025-07-17
PRD00938,USR01060,0.9391,content-based,2023-12-13
PRD00998,USR00458,0.8761,pagerank,2023-01-17
PRD01233,USR00342,0.655,node-similarity,2024-07-16
PRD01778,USR01032,0.5015,collaborative,2023-08-18
PRD01189,USR00513,0.7772,node-similarity,2023-03-03
PRD00758,USR01456,0.7831,collaborative,2023-09-11
PRD01621,USR01006,0.812,node-similarity,2024-02-03
PRD01914,USR00014,0.8114,content-based,2025-07-07
PRD01239,USR00106,0.54,content-based,2023-07-06
PRD02745,USR01328,0.549,collaborative,2025-11-08
PRD02341,USR01339,0.7785,pagerank,2023-08-07
PRD00986,USR00466,0.8988,collaborative,2025-09-20
PRD01930,USR00751,0.5304,node-similarity,2023-08-27
PRD01354,USR00590,0.8033,hybrid,2025-12-31
PRD01716,USR00857,0.7662,node-similarity,2025-06-30
PRD02024,USR00386,0.7159,pagerank,2024-06-28
PRD01718,USR00120,0.5946,collaborative,2023-07-17
PRD00127,USR00639,0.763,node-similarity,2023-01-16
PRD01852,USR01311,0.7227,collaborative,2023-11-11
PRD01389,USR01079,0.7837,collaborative,2024-12-27
PRD02090,USR01354,0.6464,node-similarity,2024-12-16
PRD02399,USR01499,0.7332,node-similarity,2024-08-01
PRD02833,USR00187,0.5505,content-based,2024-01-23
PRD00982,USR00802,0.6114,pagerank,2023-07-24
PRD01620,USR00529,0.5603,collaborative,2023-06-13
PRD01409,USR00491,0.8147,hybrid,2024-12-03
PRD01744,USR00522,0.584,node-similarity,2025-11-05
PRD00021,USR00828,0.9499,hybrid,2023-11-24
PRD00420,USR01227,0.7528,node-similarity,2023-05-27
PRD00230,USR00162,0.7603,collaborative,2024-11-23
PRD02562,USR01347,0.6022,collaborative,2024-10-28
PRD01484,USR01135,0.8651,content-based,2023-01-17
PRD00814,USR00242,0.9386,node-similarity,2024-01-18
PRD02026,USR00761,0.7051,collaborative,2023-07-09
PRD00149,USR00808,0.7008,collaborative,2024-06-25
PRD02776,USR00937,0.6331,content-based,2025-12-27
PRD02554,USR00575,0.7075,node-similarity,2024-11-21
PRD00770,USR01025,0.9401,node-similarity,2025-12-06
PRD00981,USR01213,0.926,hybrid,2023-11-23
PRD00490,USR01418,0.9364,node-similarity,2024-11-30
PRD01612,USR01240,0.8038,pagerank,2025-06-15
PRD01590,USR00147,0.7133,node-similarity,2023-08-14
PRD00611,USR00256,0.5758,node-similarity,2024-03-23
PRD00514,USR00321,0.6854,collaborative,2023-05-18
PRD01966,USR00923,0.8875,collaborative,2024-11-16
PRD01635,USR00671,0.553,content-based,2023-09-19
PRD00657,USR00476,0.5025,content-based,2025-05-17
PRD01661,USR00506,0.9789,pagerank,2023-06-18
PRD02136,USR00931,0.8461,hybrid,2024-02-24
PRD02359,USR00719,0.6041,hybrid,2025-02-18
PRD00583,USR00005,0.6192,pagerank,2025-08-19
PRD02367,USR00592,0.954,pagerank,2023-11-08
PRD00779,USR01426,0.6248,content-based,2024-01-10
PRD01122,USR00945,0.942,hybrid,2023-08-14
PRD02428,USR00360,0.6916,hybrid,2025-08-24
PRD00281,USR01015,0.9945,node-similarity,2024-12-04
PRD00598,USR01090,0.7983,content-based,2025-10-18
PRD01584,USR01214,0.5758,hybrid,2024-09-05
PRD01399,USR00715,0.7027,hybrid,2024-09-22
PRD01920,USR00640,0.6036,content-based,2023-01-27
PRD02929,USR00768,0.7172,node-similarity,2024-11-17
PRD01389,USR01351,0.9604,content-based,2023-06-11
PRD00265,USR00012,0.9462,hybrid,2024-05-30
PRD00568,USR00406,0.5821,content-based,2023-04-02
PRD00939,USR00514,0.9849,pagerank,2023-11-19
PRD01618,USR00592,0.6317,node-similarity,2025-10-14
PRD01866,USR00611,0.5821,content-based,2025-09-19
PRD01174,USR00279,0.7359,content-based,2025-05-20
PRD02563,USR01146,0.916,pagerank,2025-10-13
PRD02850,USR01201,0.7954,hybrid,2023-10-01
PRD00323,USR00460,0.5353,content-based,2023-10-07
PRD00051,USR00604,0.9201,node-similarity,2024-08-06
PRD00484,USR00368,0.6577,hybrid,2023-05-21
