fromProductId,toProductId,similarityScore,algorithm,computedAt
PRD01691,PRD01668,0.7577,pagerank,2023-06-17
PRD01692,PRD01674,0.9258,collaborative,2025-07-24
PRD01692,PRD01677,0.7683,hybrid,2023-09-23
PRD01692,PRD01676,0.9658,node-similarity,2022-01-15
PRD01693,PRD01698,0.7907,pagerank,2025-11-07
PRD01693,PRD01708,0.7749,pagerank,2022-08-11
PRD01693,PRD01695,0.7847,node-similarity,2025-03-15
PRD01694,PRD01696,0.9612,content-based,2023-05-07
PRD01694,PRD01695,0.9453,collaborative,2023-03-20
PRD01694,PRD01714,0.6025,pagerank,2024-05-21
PRD01695,PRD01696,0.6245,node-similarity,2023-03-07
PRD01695,PRD01715,0.7922,node-similarity,2025-01-24
PRD01696,PRD01700,0.6158,hybrid,2025-07-07
PRD01696,PRD01710,0.6474,node-similarity,2024-01-30
PRD01696,PRD01704,0.7158,content-based,2025-05-02
PRD01697,PRD01713,0.9082,pagerank,2023-02-24
PRD01697,PRD01706,0.6674,collaborative,2023-06-05
PRD01697,PRD01711,0.6998,collaborative,2022-10-11
PRD01698,PRD01701,0.6858,pagerank,2024-07-21
PRD01698,PRD01718,0.6671,pagerank,2024-06-21
PRD01698,PRD01717,0.6766,hybrid,2025-11-07
PRD01699,PRD01705,0.8034,collaborative,2024-09-22
PRD01699,PRD01694,0.9589,node-similarity,2022-08-02
PRD01699,PRD01706,0.6278,pagerank,2023-04-04
PRD01700,PRD01710,0.6042,collaborative,2022-02-06
PRD01700,PRD01708,0.9092,hybrid,2023-07-06
PRD01701,PRD01710,0.867,content-based,2022-11-06
PRD01701,PRD01699,0.7976,pagerank,2024-09-09
PRD01701,PRD01695,0.7956,collaborative,2024-02-04
PRD01702,PRD01716,0.8787,collaborative,2025-03-08
PRD01702,PRD01710,0.7166,content-based,2025-10-27
PRD01702,PRD01712,0.9856,node-similarity,2025-04-13
PRD01703,PRD01713,0.8216,node-similarity,2023-12-13
PRD01703,PRD01720,0.8388,node-similarity,2023-05-18
PRD01703,PRD01712,0.7035,collaborative,2022-05-12
PRD01704,PRD01718,0.5514,pagerank,2022-06-03
PRD01704,PRD01699,0.9265,node-similarity,2024-12-15
PRD01704,PRD01701,0.6678,node-similarity,2023-02-05
PRD01705,PRD01719,0.9891,content-based,2025-11-06
PRD01705,PRD01698,0.5594,pagerank,2023-05-17
PRD01705,PRD01710,0.6624,content-based,2023-12-17
PRD01706,PRD01700,0.6323,collaborative,2023-10-19
PRD01706,PRD01715,0.7397,node-similarity,2024-03-27
PRD01706,PRD01693,0.9091,pagerank,2023-09-02
PRD01707,PRD01717,0.8535,hybrid,2022-03-17
PRD01707,PRD01701,0.7747,collaborative,2024-05-06
PRD01707,PRD01721,0.6203,hybrid,2025-03-19
PRD01708,PRD01709,0.552,collaborative,2025-09-18
PRD01708,PRD01697,0.6752,content-based,2023-04-02
PRD01708,PRD01710,0.6787,collaborative,2025-01-03
PRD01709,PRD01705,0.9598,hybrid,2025-01-01
PRD01709,PRD01693,0.7314,pagerank,2025-10-22
PRD01709,PRD01719,0.7554,content-based,2023-07-09
PRD01710,PRD01694,0.6491,content-based,2022-12-28
PRD01710,PRD01704,0.7014,content-based,2025-11-21
PRD01711,PRD01699,0.9064,collaborative,2023-04-02
PRD01711,PRD01715,0.7066,content-based,2022-04-28
PRD01711,PRD01716,0.9628,pagerank,2023-08-05
PRD01712,PRD01723,0.9071,collaborative,2022-12-15
PRD01712,PRD01704,0.956,collaborative,2022-02-14
PRD01712,PRD01698,0.9842,content-based,2025-03-07
PRD01713,PRD01702,0.9814,hybrid,2023-07-20
PRD01713,PRD01715,0.6999,pagerank,2024-02-02
PRD01713,PRD01712,0.9189,hybrid,2024-08-20
PRD01714,PRD01697,0.8242,pagerank,2024-08-09
PRD01714,PRD01698,0.9857,collaborative,2022-12-11
PRD01714,PRD01711,0.9349,node-similarity,2023-12-16
PRD01715,PRD01704,0.5713,collaborative,2025-10-15
PRD01715,PRD01719,0.7471,content-based,2023-11-04
PRD01715,PRD01708,0.6548,collaborative,2024-12-06
PRD01716,PRD01708,0.9132,pagerank,2023-05-11
PRD01716,PRD01704,0.7197,pagerank,2022-01-24
PRD01716,PRD01696,0.7899,node-similarity,2023-07-21
PRD01717,PRD01723,0.8457,hybrid,2023-07-31
PRD01717,PRD01705,0.7996,node-similarity,2023-07-18
PRD01717,PRD01712,0.8068,pagerank,2022-06-19
PRD01718,PRD01707,0.9845,hybrid,2022-12-19
PRD01718,PRD01717,0.5754,hybrid,2023-04-28
PRD01718,PRD01695,0.8363,content-based,2023-09-17
PRD01719,PRD01699,0.5783,hybrid,2024-06-29
PRD01719,PRD01703,0.9459,collaborative,2024-05-24
PRD01720,PRD01716,0.5629,content-based,2025-06-30
PRD01720,PRD01713,0.5619,collaborative,2024-12-08
PRD01720,PRD01719,0.7706,collaborative,2025-07-02
PRD01721,PRD01714,0.6816,pagerank,2023-01-29
PRD01721,PRD01708,0.6959,content-based,2024-02-11
PRD01721,PRD01718,0.6291,node-similarity,2025-09-30
PRD01722,PRD01715,0.8417,collaborative,2024-06-23
PRD01722,PRD01705,0.9158,pagerank,2024-12-22
PRD01722,PRD01718,0.7124,collaborative,2022-04-27
PRD01723,PRD01704,0.9376,content-based,2025-07-24
PRD01723,PRD01693,0.6675,content-based,2025-04-22
PRD01723,PRD01720,0.8995,pagerank,2025-04-11
PRD01724,PRD01735,0.9663,hybrid,2023-02-22
PRD01724,PRD01742,0.5513,collaborative,2023-09-04
PRD01724,PRD01746,0.7215,node-similarity,2025-10-23
PRD01725,PRD01749,0.9688,hybrid,2024-08-01
PRD01725,PRD01732,0.8343,node-similarity,2024-05-21
PRD01725,PRD01724,0.7056,pagerank,2023-08-29
PRD01726,PRD01741,0.9698,node-similarity,2024-04-12
PRD01726,PRD01749,0.8949,hybrid,2025-11-17
PRD01726,PRD01728,0.5747,collaborative,2025-11-02
PRD01727,PRD01755,0.8606,collaborative,2025-04-13
PRD01727,PRD01747,0.9552,node-similarity,2025-11-05
PRD01727,PRD01733,0.6528,hybrid,2022-07-28
PRD01728,PRD01734,0.5813,content-based,2022-03-04
PRD01728,PRD01747,0.7003,hybrid,2024-03-01
PRD01728,PRD01724,0.8722,content-based,2024-07-10
PRD01729,PRD01753,0.685,content-based,2025-03-27
PRD01729,PRD01749,0.6528,collaborative,2025-07-15
PRD01729,PRD01745,0.6043,collaborative,2024-04-29
PRD01730,PRD01742,0.9565,collaborative,2024-11-18
PRD01730,PRD01731,0.5539,collaborative,2023-05-27
PRD01730,PRD01739,0.5789,hybrid,2024-03-05
PRD01731,PRD01742,0.7179,hybrid,2022-03-06
PRD01731,PRD01750,0.957,node-similarity,2023-03-07
PRD01731,PRD01734,0.818,pagerank,2025-07-27
PRD01732,PRD01740,0.8198,hybrid,2023-04-15
PRD01732,PRD01735,0.5837,collaborative,2023-06-21
PRD01732,PRD01754,0.6148,collaborative,2025-03-19
PRD01733,PRD01747,0.6346,pagerank,2024-03-07
PRD01733,PRD01735,0.6083,hybrid,2025-11-21
PRD01733,PRD01738,0.5761,pagerank,2022-08-10
PRD01734,PRD01738,0.5576,node-similarity,2023-02-23
PRD01734,PRD01726,0.7661,node-similarity,2025-08-27
PRD01734,PRD01746,0.586,pagerank,2025-05-12
PRD01735,PRD01741,0.56,content-based,2025-08-29
PRD01735,PRD01725,0.6103,hybrid,2025-12-02
PRD01735,PRD01745,0.6586,node-similarity,2024-06-24
PRD01736,PRD01732,0.8296,hybrid,2025-06-16
PRD01736,PRD01747,0.8157,node-similarity,2023-11-03
PRD01736,PRD01738,0.6059,node-similarity,2025-08-20
PRD01737,PRD01725,0.9576,collaborative,2023-05-30
PRD01737,PRD01731,0.835,pagerank,2025-09-12
PRD01737,PRD01738,0.8696,hybrid,2024-08-12
PRD01738,PRD01741,0.7945,content-based,2024-06-05
PRD01738,PRD01727,0.6508,pagerank,2022-08-10
PRD01738,PRD01732,0.7557,content-based,2024-09-11
PRD01739,PRD01738,0.607,node-similarity,2022-05-01
PRD01739,PRD01754,0.8112,pagerank,2022-10-13
PRD01739,PRD01731,0.677,collaborative,2025-01-12
PRD01740,PRD01750,0.8133,hybrid,2025-07-04
PRD01740,PRD01753,0.6144,pagerank,2024-12-26
PRD01740,PRD01755,0.5932,collaborative,2022-09-13
PRD01741,PRD01753,0.6457,collaborative,2023-01-25
PRD01741,PRD01730,0.7073,node-similarity,2023-02-15
PRD01742,PRD01748,0.9759,hybrid,2025-10-09
PRD01742,PRD01746,0.9363,pagerank,2023-01-08
PRD01742,PRD01727,0.6653,node-similarity,2022-09-21
PRD01743,PRD01753,0.6753,node-similarity,2022-11-05
PRD01743,PRD01754,0.7589,content-based,2025-01-19
PRD01743,PRD01737,0.8452,pagerank,2024-02-12
PRD01744,PRD01730,0.9714,content-based,2025-06-25
PRD01744,PRD01742,0.7736,content-based,2022-05-28
PRD01744,PRD01747,0.8955,pagerank,2023-02-26
PRD01745,PRD01754,0.6319,pagerank,2022-10-27
PRD01745,PRD01747,0.953,collaborative,2023-03-04
PRD01746,PRD01751,0.876,collaborative,2023-09-20
PRD01746,PRD01730,0.9503,collaborative,2022-03-26
PRD01746,PRD01739,0.7613,collaborative,2025-11-10
PRD01747,PRD01754,0.6251,content-based,2022-08-31
PRD01747,PRD01751,0.8389,collaborative,2023-10-27
PRD01747,PRD01748,0.569,hybrid,2025-11-30
PRD01748,PRD01733,0.8036,pagerank,2024-01-04
PRD01748,PRD01746,0.8621,collaborative,2023-05-21
PRD01748,PRD01739,0.6883,node-similarity,2025-05-31
PRD01749,PRD01734,0.6078,content-based,2023-12-13
PRD01749,PRD01753,0.5842,node-similarity,2023-10-16
PRD01749,PRD01755,0.5643,pagerank,2024-01-13
PRD01750,PRD01724,0.8707,content-based,2022-03-22
PRD01750,PRD01754,0.7967,pagerank,2024-03-02
PRD01750,PRD01728,0.6815,content-based,2022-05-12
PRD01751,PRD01748,0.8661,collaborative,2022-02-25
PRD01751,PRD01731,0.7624,content-based,2024-03-02
PRD01751,PRD01724,0.8696,hybrid,2023-04-01
PRD01752,PRD01751,0.8123,collaborative,2025-06-01
PRD01752,PRD01755,0.6886,hybrid,2025-11-15
PRD01752,PRD01726,0.6579,hybrid,2022-10-16
PRD01753,PRD01742,0.899,pagerank,2023-06-01
PRD01753,PRD01739,0.8727,content-based,2023-09-29
PRD01754,PRD01749,0.6421,node-similarity,2024-07-02
PRD01754,PRD01736,0.8169,hybrid,2022-10-11
PRD01755,PRD01728,0.7843,pagerank,2024-09-13
PRD01755,PRD01747,0.7859,content-based,2022-09-24
PRD01755,PRD01742,0.7059,content-based,2022-06-25
PRD01756,PRD01773,0.6095,content-based,2022-09-20
PRD01756,PRD01766,0.7206,collaborative,2025-06-29
PRD01756,PRD01767,0.5511,hybrid,2024-02-24
PRD01757,PRD01767,0.6126,pagerank,2022-10-15
PRD01757,PRD01756,0.7605,hybrid,2025-04-17
PRD01757,PRD01760,0.7858,node-similarity,2024-02-14
PRD01758,PRD01768,0.6622,content-based,2023-05-20
PRD01758,PRD01762,0.9425,collaborative,2024-10-07
PRD01758,PRD01776,0.7315,hybrid,2024-08-29
PRD01759,PRD01762,0.6305,hybrid,2025-02-26
PRD01759,PRD01783,0.764,pagerank,2022-02-26
PRD01759,PRD01782,0.7657,node-similarity,2023-10-23
PRD01760,PRD01770,0.6243,hybrid,2024-03-16
PRD01760,PRD01780,0.6848,pagerank,2024-07-08
PRD01760,PRD01782,0.7381,pagerank,2023-11-23
PRD01761,PRD01766,0.6272,pagerank,2025-08-13
PRD01761,PRD01759,0.6776,hybrid,2022-02-08
PRD01761,PRD01774,0.6553,hybrid,2022-01-06
PRD01762,PRD01757,0.7146,hybrid,2024-05-12
PRD01762,PRD01766,0.7234,hybrid,2024-02-05
PRD01762,PRD01765,0.7925,collaborative,2023-09-05
PRD01763,PRD01759,0.807,node-similarity,2023-12-04
PRD01763,PRD01776,0.6956,collaborative,2025-11-13
PRD01763,PRD01766,0.6204,content-based,2024-09-11
PRD01764,PRD01770,0.9534,pagerank,2024-09-09
PRD01764,PRD01777,0.6256,node-similarity,2023-09-15
PRD01764,PRD01765,0.5992,hybrid,2024-08-16
PRD01765,PRD01767,0.6012,node-similarity,2022-07-29
PRD01765,PRD01772,0.7127,pagerank,2024-11-15
PRD01765,PRD01776,0.5602,hybrid,2022-02-19
PRD01766,PRD01780,0.9257,hybrid,2025-04-20
PRD01766,PRD01770,0.7467,content-based,2024-05-19
PRD01767,PRD01776,0.8705,pagerank,2024-01-22
PRD01767,PRD01772,0.6618,node-similarity,2025-10-16
PRD01767,PRD01782,0.7415,content-based,2025-06-01
PRD01768,PRD01774,0.7878,collaborative,2024-10-23
PRD01768,PRD01779,0.8039,hybrid,2022-11-03
PRD01768,PRD01773,0.7693,collaborative,2022-02-15
PRD01769,PRD01779,0.9514,content-based,2023-10-29
PRD01769,PRD01781,0.8597,node-similarity,2024-05-01
PRD01769,PRD01756,0.769,pagerank,2022-10-19
PRD01770,PRD01776,0.5856,content-based,2024-09-02
PRD01770,PRD01761,0.9017,hybrid,2025-08-27
PRD01770,PRD01759,0.8449,hybrid,2024-05-02
PRD01771,PRD01765,0.9728,hybrid,2025-11-10
PRD01771,PRD01756,0.7471,node-similarity,2023-02-10
PRD01771,PRD01764,0.8451,node-similarity,2022-03-07
PRD01772,PRD01771,0.7647,pagerank,2024-12-31
PRD01772,PRD01780,0.9428,collaborative,2023-06-16
PRD01772,PRD01756,0.5934,collaborative,2025-12-01
PRD01773,PRD01779,0.8747,pagerank,2022-06-28
PRD01773,PRD01759,0.6606,hybrid,2025-08-31
PRD01774,PRD01765,0.7835,pagerank,2022-10-29
PRD01774,PRD01779,0.7609,pagerank,2025-07-28
PRD01774,PRD01780,0.6218,hybrid,2022-10-01
PRD01775,PRD01764,0.9175,node-similarity,2022-01-06
PRD01775,PRD01778,0.7223,pagerank,2023-03-17
PRD01775,PRD01770,0.8448,hybrid,2023-10-24
PRD01776,PRD01781,0.8499,collaborative,2025-11-11
PRD01776,PRD01783,0.8012,hybrid,2024-12-20
PRD01777,PRD01763,0.9736,pagerank,2023-01-30
PRD01777,PRD01782,0.9365,pagerank,2023-06-22
PRD01777,PRD01779,0.9489,content-based,2023-12-22
PRD01778,PRD01769,0.6511,node-similarity,2023-09-21
PRD01778,PRD01758,0.9266,pagerank,2024-09-12
PRD01778,PRD01776,0.5932,hybrid,2023-03-09
PRD01779,PRD01756,0.8173,collaborative,2022-11-27
PRD01779,PRD01764,0.885,content-based,2023-04-06
PRD01780,PRD01762,0.8814,content-based,2025-12-19
PRD01780,PRD01759,0.6015,node-similarity,2025-08-25
PRD01781,PRD01765,0.7511,pagerank,2023-06-17
PRD01781,PRD01770,0.628,hybrid,2024-10-07
PRD01781,PRD01783,0.9036,collaborative,2023-04-04
PRD01782,PRD01780,0.9627,collaborative,2025-06-15
PRD01782,PRD01765,0.6298,pagerank,2025-07-15
PRD01782,PRD01769,0.9878,node-similarity,2023-05-21
PRD01783,PRD01780,0.8149,hybrid,2024-09-19
PRD01783,PRD01762,0.5609,node-similarity,2023-04-02
PRD01784,PRD01803,0.7455,collaborative,2025-11-27
PRD01784,PRD01811,0.6406,content-based,2023-02-20
PRD01784,PRD01810,0.611,hybrid,2024-05-27
PRD01785,PRD01812,0.8259,collaborative,2022-04-09
PRD01785,PRD01810,0.8975,hybrid,2022-07-03
PRD01785,PRD01795,0.6593,collaborative,2023-09-21
PRD01786,PRD01795,0.7536,hybrid,2022-07-21
PRD01786,PRD01798,0.8476,content-based,2022-09-25
PRD01786,PRD01799,0.9449,node-similarity,2024-06-29
PRD01787,PRD01806,0.8597,pagerank,2022-10-09
PRD01787,PRD01795,0.6932,hybrid,2025-02-11
PRD01787,PRD01786,0.8363,content-based,2025-10-31
PRD01788,PRD01791,0.7669,content-based,2022-02-05
PRD01788,PRD01798,0.9327,node-similarity,2022-09-06
PRD01788,PRD01784,0.9102,collaborative,2025-12-28
PRD01789,PRD01806,0.6076,hybrid,2025-10-13
PRD01789,PRD01794,0.7514,node-similarity,2025-08-06
PRD01789,PRD01808,0.9455,collaborative,2022-02-16
PRD01790,PRD01789,0.6959,content-based,2022-01-30
PRD01790,PRD01799,0.9173,node-similarity,2022-01-13
PRD01790,PRD01787,0.8475,pagerank,2025-03-08
PRD01791,PRD01790,0.6905,collaborative,2024-08-14
PRD01791,PRD01803,0.8087,content-based,2025-07-16
PRD01791,PRD01815,0.7105,node-similarity,2023-07-25
PRD01792,PRD01797,0.6479,collaborative,2022-07-26
PRD01792,PRD01805,0.6074,pagerank,2025-04-09
PRD01792,PRD01804,0.8174,hybrid,2023-04-19
PRD01793,PRD01800,0.9327,content-based,2022-01-12
PRD01793,PRD01805,0.5783,content-based,2022-04-03
PRD01793,PRD01795,0.5916,content-based,2025-12-04
PRD01794,PRD01803,0.5583,pagerank,2024-02-23
PRD01794,PRD01800,0.6486,pagerank,2022-01-17
PRD01794,PRD01813,0.9004,node-similarity,2024-04-04
PRD01795,PRD01813,0.7565,node-similarity,2023-04-01
PRD01795,PRD01815,0.5989,pagerank,2025-05-14
PRD01796,PRD01813,0.7377,pagerank,2025-02-08
PRD01796,PRD01802,0.8076,collaborative,2025-03-18
PRD01796,PRD01801,0.5562,pagerank,2025-08-18
PRD01797,PRD01784,0.5818,pagerank,2025-10-11
PRD01797,PRD01787,0.7452,pagerank,2024-03-01
PRD01797,PRD01808,0.5746,collaborative,2024-05-22
PRD01798,PRD01787,0.9366,content-based,2024-12-27
PRD01798,PRD01793,0.5594,node-similarity,2023-12-03
PRD01798,PRD01795,0.636,node-similarity,2022-09-02
PRD01799,PRD01811,0.6933,collaborative,2022-04-30
PRD01799,PRD01812,0.8181,content-based,2024-05-18
PRD01799,PRD01798,0.7167,node-similarity,2023-09-28
PRD01800,PRD01805,0.6597,collaborative,2024-05-09
PRD01800,PRD01808,0.9133,node-similarity,2023-12-25
PRD01801,PRD01815,0.8993,content-based,2022-04-18
PRD01801,PRD01784,0.8523,node-similarity,2025-11-27
PRD01801,PRD01800,0.7226,hybrid,2022-09-04
PRD01802,PRD01805,0.6167,collaborative,2024-10-02
PRD01802,PRD01809,0.7769,content-based,2025-06-05
PRD01803,PRD01800,0.8739,content-based,2025-03-07
PRD01803,PRD01796,0.9077,content-based,2024-12-31
PRD01804,PRD01793,0.7998,pagerank,2024-10-25
PRD01804,PRD01787,0.8565,content-based,2025-06-04
PRD01804,PRD01795,0.6762,node-similarity,2022-08-10
PRD01805,PRD01801,0.6112,hybrid,2023-04-17
PRD01805,PRD01797,0.8617,pagerank,2024-04-23
PRD01806,PRD01786,0.5524,content-based,2022-06-26
PRD01806,PRD01799,0.6708,pagerank,2022-10-25
PRD01806,PRD01794,0.9839,hybrid,2023-01-21
PRD01807,PRD01787,0.865,pagerank,2024-08-10
PRD01807,PRD01795,0.7577,hybrid,2022-09-28
PRD01807,PRD01794,0.8984,hybrid,2025-03-20
PRD01808,PRD01802,0.5897,collaborative,2023-05-02
PRD01808,PRD01813,0.9798,content-based,2025-08-08
PRD01809,PRD01806,0.718,content-based,2022-10-24
PRD01809,PRD01804,0.9472,collaborative,2025-06-13
PRD01810,PRD01807,0.7582,hybrid,2024-03-09
PRD01810,PRD01811,0.7526,pagerank,2024-12-03
PRD01810,PRD01815,0.8641,pagerank,2022-02-06
PRD01811,PRD01798,0.9769,node-similarity,2022-09-26
PRD01811,PRD01786,0.9745,pagerank,2023-09-22
PRD01811,PRD01807,0.6954,content-based,2025-02-01
PRD01812,PRD01805,0.7952,content-based,2024-04-24
PRD01812,PRD01811,0.6394,content-based,2024-05-27
PRD01812,PRD01798,0.69,hybrid,2024-02-23
PRD01813,PRD01815,0.9652,node-similarity,2022-11-05
PRD01813,PRD01791,0.6304,node-similarity,2025-07-08
PRD01814,PRD01787,0.7824,pagerank,2022-08-12
PRD01814,PRD01796,0.5999,content-based,2024-02-01
PRD01814,PRD01794,0.8804,node-similarity,2024-10-06
PRD01815,PRD01789,0.7738,collaborative,2025-06-06
PRD01815,PRD01793,0.9067,content-based,2024-06-14
PRD01816,PRD01842,0.7752,hybrid,2023-05-02
PRD01816,PRD01838,0.6525,collaborative,2023-01-31
PRD01816,PRD01844,0.5564,node-similarity,2023-11-23
PRD01817,PRD01829,0.7919,pagerank,2024-05-01
PRD01817,PRD01839,0.7081,collaborative,2024-12-07
PRD01817,PRD01837,0.9419,content-based,2024-06-27
PRD01818,PRD01822,0.8875,node-similarity,2022-03-21
PRD01818,PRD01842,0.5661,collaborative,2022-08-27
PRD01818,PRD01816,0.7313,collaborative,2022-03-03
PRD01819,PRD01838,0.6314,hybrid,2022-03-21
PRD01819,PRD01842,0.7796,pagerank,2025-03-04
PRD01819,PRD01833,0.7903,node-similarity,2025-10-09
PRD01820,PRD01829,0.9328,hybrid,2022-05-08
PRD01820,PRD01816,0.7364,content-based,2023-02-22
PRD01820,PRD01842,0.802,hybrid,2025-03-03
PRD01821,PRD01840,0.9073,pagerank,2022-05-03
PRD01821,PRD01825,0.8096,pagerank,2022-09-10
PRD01821,PRD01817,0.7987,hybrid,2024-01-11
PRD01822,PRD01827,0.8368,node-similarity,2024-04-23
PRD01822,PRD01832,0.7635,content-based,2024-07-18
PRD01822,PRD01834,0.9314,content-based,2025-08-14
PRD01823,PRD01827,0.8181,content-based,2024-04-27
PRD01823,PRD01830,0.7431,collaborative,2024-12-10
PRD01823,PRD01838,0.7529,collaborative,2023-09-01
PRD01824,PRD01844,0.8245,hybrid,2025-05-16
PRD01824,PRD01829,0.7378,collaborative,2023-01-30
PRD01824,PRD01827,0.8226,hybrid,2022-01-27
PRD01825,PRD01829,0.8555,collaborative,2022-07-27
PRD01825,PRD01842,0.9778,pagerank,2023-10-27
PRD01825,PRD01843,0.7333,content-based,2024-12-08
PRD01826,PRD01837,0.9749,node-similarity,2022-11-07
PRD01826,PRD01828,0.858,content-based,2022-04-09
PRD01826,PRD01825,0.8759,node-similarity,2024-05-03
PRD01827,PRD01843,0.9343,hybrid,2022-03-05
PRD01827,PRD01830,0.9289,pagerank,2024-07-14
PRD01827,PRD01840,0.9573,content-based,2023-11-04
PRD01828,PRD01843,0.6001,content-based,2023-03-21
PRD01828,PRD01820,0.7694,content-based,2022-02-23
PRD01828,PRD01827,0.7977,content-based,2022-12-20
PRD01829,PRD01828,0.8021,pagerank,2024-12-28
PRD01829,PRD01821,0.61,hybrid,2023-09-15
PRD01830,PRD01841,0.6611,pagerank,2022-11-04
PRD01830,PRD01820,0.6062,hybrid,2023-10-29
PRD01830,PRD01837,0.6227,content-based,2023-12-15
PRD01831,PRD01836,0.9732,collaborative,2025-09-06
PRD01831,PRD01819,0.8035,hybrid,2023-02-09
PRD01831,PRD01829,0.8123,content-based,2022-06-14
PRD01832,PRD01829,0.619,hybrid,2025-01-30
PRD01832,PRD01830,0.9479,node-similarity,2025-07-26
PRD01832,PRD01825,0.8369,pagerank,2025-11-15
PRD01833,PRD01824,0.8653,node-similarity,2023-03-09
PRD01833,PRD01839,0.6009,content-based,2024-12-09
PRD01833,PRD01837,0.9431,node-similarity,2025-10-04
PRD01834,PRD01824,0.64,collaborative,2024-09-09
PRD01834,PRD01830,0.9381,content-based,2022-11-17
PRD01834,PRD01832,0.6839,content-based,2024-09-02
PRD01835,PRD01841,0.9892,hybrid,2023-05-30
PRD01835,PRD01819,0.831,pagerank,2022-02-16
PRD01835,PRD01842,0.8773,collaborative,2023-01-06
PRD01836,PRD01822,0.5903,collaborative,2025-09-11
PRD01836,PRD01826,0.759,collaborative,2025-10-19
PRD01836,PRD01828,0.737,collaborative,2025-11-15
PRD01837,PRD01827,0.5982,content-based,2022-08-27
PRD01837,PRD01820,0.959,content-based,2022-03-23
PRD01837,PRD01823,0.6344,content-based,2024-12-18
PRD01838,PRD01822,0.5904,hybrid,2025-08-19
PRD01838,PRD01829,0.8316,collaborative,2024-06-16
PRD01838,PRD01843,0.8068,content-based,2024-04-27
PRD01839,PRD01842,0.9437,collaborative,2023-07-16
PRD01839,PRD01840,0.6359,content-based,2023-08-05
PRD01839,PRD01826,0.6182,hybrid,2022-12-04
PRD01840,PRD01823,0.8217,collaborative,2025-05-13
PRD01840,PRD01832,0.8924,node-similarity,2022-09-12
PRD01840,PRD01824,0.5694,hybrid,2025-03-08
PRD01841,PRD01827,0.6277,pagerank,2025-10-01
PRD01841,PRD01831,0.6576,pagerank,2022-02-12
PRD01841,PRD01844,0.9733,node-similarity,2023-10-11
PRD01842,PRD01831,0.7768,pagerank,2023-01-17
PRD01842,PRD01821,0.6218,node-similarity,2024-06-03
PRD01843,PRD01820,0.9204,hybrid,2022-11-30
PRD01843,PRD01834,0.7159,pagerank,2023-01-25
PRD01843,PRD01833,0.648,content-based,2022-09-11
PRD01844,PRD01836,0.7737,node-similarity,2025-12-17
PRD01844,PRD01819,0.7011,hybrid,2024-09-18
PRD01844,PRD01821,0.5758,pagerank,2023-11-23
PRD01845,PRD01851,0.5895,node-similarity,2022-01-25
PRD01845,PRD01874,0.809,hybrid,2022-09-09
PRD01845,PRD01846,0.6599,hybrid,2025-01-06
PRD01846,PRD01849,0.6916,hybrid,2025-06-15
PRD01846,PRD01866,0.7511,pagerank,2022-05-12
PRD01846,PRD01871,0.9892,content-based,2024-05-11
PRD01847,PRD01866,0.6193,collaborative,2023-03-24
PRD01847,PRD01874,0.9025,node-similarity,2024-06-01
PRD01847,PRD01862,0.7211,content-based,2023-09-19
PRD01848,PRD01866,0.6546,collaborative,2024-05-12
PRD01848,PRD01873,0.9515,content-based,2022-05-23
PRD01848,PRD01856,0.8235,content-based,2023-10-19
PRD01849,PRD01856,0.7841,content-based,2024-12-19
PRD01849,PRD01874,0.8125,hybrid,2023-11-09
PRD01849,PRD01863,0.8668,hybrid,2023-04-29
PRD01850,PRD01856,0.7809,content-based,2024-03-21
PRD01850,PRD01846,0.8641,pagerank,2024-03-30
PRD01850,PRD01859,0.8891,node-similarity,2022-12-06
PRD01851,PRD01867,0.9473,pagerank,2024-11-08
PRD01851,PRD01869,0.6713,node-similarity,2024-05-27
PRD01851,PRD01857,0.623,hybrid,2025-10-29
PRD01852,PRD01854,0.8502,content-based,2022-08-06
PRD01852,PRD01863,0.6813,pagerank,2022-02-22
PRD01852,PRD01845,0.8192,hybrid,2023-05-20
PRD01853,PRD01863,0.9419,content-based,2023-04-13
PRD01853,PRD01867,0.7902,node-similarity,2024-11-11
PRD01853,PRD01850,0.9488,content-based,2024-08-22
PRD01854,PRD01846,0.5697,content-based,2023-10-11
PRD01854,PRD01868,0.6946,pagerank,2025-12-13
PRD01854,PRD01848,0.947,collaborative,2025-05-23
PRD01855,PRD01872,0.7556,node-similarity,2022-08-01
PRD01855,PRD01856,0.7183,collaborative,2022-01-25
PRD01855,PRD01871,0.5512,hybrid,2022-01-27
PRD01856,PRD01866,0.6047,node-similarity,2022-03-17
PRD01856,PRD01846,0.6537,content-based,2025-02-22
PRD01856,PRD01861,0.9384,collaborative,2022-12-30
PRD01857,PRD01872,0.6451,collaborative,2024-07-22
PRD01857,PRD01868,0.828,collaborative,2022-04-13
PRD01857,PRD01875,0.8603,content-based,2025-09-15
PRD01858,PRD01860,0.7201,node-similarity,2024-02-06
PRD01858,PRD01854,0.9248,node-similarity,2023-11-25
PRD01858,PRD01847,0.8912,hybrid,2024-03-10
PRD01859,PRD01869,0.6848,collaborative,2025-01-08
PRD01859,PRD01845,0.7062,collaborative,2024-10-26
PRD01859,PRD01854,0.563,pagerank,2025-02-21
PRD01860,PRD01856,0.9786,pagerank,2023-11-04
PRD01860,PRD01875,0.8273,collaborative,2025-10-08
PRD01860,PRD01862,0.7097,pagerank,2022-07-21
